     1→     1→@import "tailwindcss";
     2→     2→@import "tw-animate-css";
     3→     3→
     4→     4→@custom-variant dark (&:is(.dark *));
     5→     5→@custom-variant xs (&:where(@media (min-width: 400px)));
     6→     6→
     7→     7→@theme {
   721→   721→  .pjt-grid-4 {
   722→   722→    display: grid !important;
   723→   723→    grid-template-columns: 1fr 1fr 1fr 1fr !important;
   724→   724→    gap: 4px 12px !important;
   725→   725→    margin-bottom: 8px !important;
   726→   726→  }
   727→   727→  .pjt-field-full {
   728→   728→    grid-column: 1 / -1 !important;
   729→   729→  }
   730→   730→
   731→   731→  .pjt-field {
   732→   732→    display: flex !important;
   733→   733→    justify-content: space-between !important;
   734→   734→    align-items: baseline !important;
   735→   735→    padding: 2px 0 !important;
   736→   736→  }
   737→   737→  .pjt-field-label {
   738→   738→    font-size: 9pt !important;
   739→   739→    color: #666 !important;
   740→   740→  }
   741→   741→  .pjt-field-value {
   742→   742→    font-size: 10pt !important;
   743→   743→    font-weight: 600 !important;
   744→   744→    color: #000 !important;
   745→   745→  }
   746→   746→
   747→   747→  .pjt-file-row {
   748→   748→    display: flex !important;
   749→   749→    justify-content: space-between !important;
   750→   750→    align-items: center !important;
   751→   751→  }
   752→   752→  .pjt-file-name {
   753→   753→    font-size: 10pt !important;
   754→   754→    font-weight: 600 !important;
   755→   755→    color: #000 !important;
   756→   756→  }
   757→   757→  .pjt-file-meta {
   758→   758→    font-size: 9pt !important;
   759→   759→    color: #666 !important;
   760→   760→  }
   761→   761→
   762→   762→  .pjt-pricing-breakdown {
   763→   763→    margin: 6px 0 !important;
   764→   764→    padding: 6px 8px !important;
   765→   765→    border: 1px solid #ddd !important;
   766→   766→    border-radius: 6px !important;
   767→   767→    background: #fafafa !important;
   768→   768→  }
   769→   769→  .pjt-price-row {
   770→   770→    display: flex !important;
   771→   771→    justify-content: space-between !important;
   772→   772→    font-size: 9pt !important;
   773→   773→    color: #444 !important;
   774→   774→    padding: 1px 0 !important;
   775→   775→  }
   776→   776→  .pjt-price-saving {
   777→   777→    color: #16a34a !important;
   778→   778→  }
   779→   779→  .pjt-total-row {
   780→   780→    display: flex !important;
   781→   781→    justify-content: space-between !important;
   782→   782→    font-size: 14pt !important;
   783→   783→    font-weight: 800 !important;
   784→   784→    color: #000 !important;
   785→   785→    padding: 6px 0 0 0 !important;
   786→   786→    border-top: 2px solid #000 !important;
   787→   787→    margin-top: 6px !important;
   788→   788→  }
   789→   789→
   790→   790→  .pjt-footer {
   791→   791→    display: flex !important;
   792→   792→    justify-content: space-between !important;
   793→   793→    font-size: 8pt !important;
   794→   794→    color: #999 !important;
   795→   795→    margin-top: 4px !important;
   796→   796→  }
   797→   797→
   798→   798→  /* ===== Direct Print Area styles (للطباعة المباشرة من معاينة الملف) ===== */
   799→   799→  .direct-print-area {
   800→   800→    background: white !important;
   801→   801→    color: #000 !important;
   802→   802→    font-family: 'Segoe UI', Tahoma, Arial, sans-serif !important;
   803→   803→    font-size: 11pt !important;
   804→   804→    line-height: 1.5 !important;
   805→   805→    padding: 14px !important;
   806→   806→    direction: rtl !important;
   807→   807→  }
   808→   808→  .dpa-header {
   809→   809→    display: flex !important;
   810→   810→    flex-direction: column !important;
   811→   811→    align-items: flex-start !important;
   812→   812→    margin-bottom: 8px !important;
   813→   813→  }
   814→   814→  .dpa-shop-name {
   815→   815→    font-size: 16pt !important;
   816→   816→    font-weight: 800 !important;
   817→   817→    color: #000 !important;
   818→   818→    margin: 0 !important;
   819→   819→  }
   820→   820→  .dpa-shop-phone,
   821→   821→  .dpa-shop-address {
   822→   822→    font-size: 9pt !important;
   823→   823→    color: #444 !important;
   824→   824→    margin: 1px 0 !important;
   825→   825→  }
   826→   826→  .dpa-divider {
   827→   827→    border: none !important;
   828→   828→    border-top: 1.5px dashed #999 !important;
   829→   829→    margin: 8px 0 !important;
   830→   830→  }
   831→   831→  .dpa-ref-row {
   832→   832→    display: flex !important;
   833→   833→    align-items: center !important;
   834→   834→    gap: 12px !important;
   835→   835→  }
   836→   836→  .dpa-ref-label {
   837→   837→    font-size: 9pt !important;
   838→   838→    color: #666 !important;
   839→   839→  }
   840→   840→  .dpa-ref-value {
   841→   841→    font-size: 15pt !important;
   842→   842→    font-weight: 800 !important;
   843→   843→    font-family: monospace !important;
   844→   844→    color: #000 !important;
   845→   845→  }
   846→   846→  .dpa-status {
   847→   847→    margin-right: auto !important;
   848→   848→    font-size: 10pt !important;
   849→   849→    padding: 2px 10px !important;
   850→   850→    border: 1.5px solid #999 !important;
   851→   851→    border-radius: 20px !important;
   852→   852→    font-weight: 600 !important;
   853→   853→  }
   854→   854→  .dpa-section {
   855→   855→    margin: 8px 0 !important;
   856→   856→  }
   857→   857→  .dpa-section-title {
   858→   858→    font-size: 11pt !important;
   859→   859→    font-weight: 700 !important;
   860→   860→    color: #000 !important;
   861→   861→    margin: 0 0 6px 0 !important;
   862→   862→    border-right: 3px solid #b8923a !important;
   863→   863→    padding-right: 8px !important;
   864→   864→  }
   865→   865→  .dpa-file-section {
   866→   866→    margin: 8px 0 !important;
   867→   867→    text-align: center !important;
   868→   868→  }
   869→   869→  .dpa-image {
   870→   870→    max-width: 100% !important;
   871→   871→    max-height: 70vh !important;
   872→   872→    object-fit: contain !important;
   873→   873→    border: 1px solid #ddd !important;
   874→   874→    border-radius: 6px !important;
   875→   875→  }
   876→   876→  .dpa-grid {
   877→   877→    display: grid !important;
   878→   878→    grid-template-columns: 1fr 1fr !important;
   879→   879→    gap: 4px 16px !important;
   880→   880→  }
   881→   881→  .dpa-field {
   882→   882→    display: flex !important;
   883→   883→    justify-content: space-between !important;
   884→   884→    align-items: baseline !important;
   885→   885→    padding: 2px 0 !important;
   886→   886→  }
   887→   887→  .dpa-field-label {
   888→   888→    font-size: 9pt !important;
   889→   889→    color: #666 !important;
   890→   890→  }
   891→   891→  .dpa-field-value {
   892→   892→    font-size: 10pt !important;
   893→   893→    font-weight: 600 !important;
   894→   894→    color: #000 !important;
   895→   895→  }
   896→   896→  .dpa-footer {
   897→   897→    display: flex !important;
   898→   898→    justify-content: space-between !important;
   899→   899→    font-size: 8pt !important;
   900→   900→    color: #999 !important;
   901→   901→    margin-top: 6px !important;
   902→   902→  }
   903→   903→
   904→   904→  @page {
   905→   905→    size: A4;
   906→   906→    margin: 12mm;
   907→   907→  }
   908→   908→}
   909→   909→
   910→   910→/* Screen-only: hide print tickets from normal view */
   911→   911→.print-job-ticket,
   912→   912→.direct-print-area {
   913→   913→  display: none !important;
   914→   914→}
   915→   915→
   916→   916→@media print {
   917→   917→  .print-job-ticket,
   918→   918→  .direct-print-area {
   919→   919→    display: block !important;
   920→   920→  }
   921→   921→}/* ============================================ */
   922→   922→/* CSS v7.7 — Round 81                           */
   923→   923→/* ~480+ new lines                                 */
   924→   924→/* ============================================ */
   925→   925→
   926→   926→/* ===== Order Aging Widget ===== */
   927→   927→.aging-widget {
   928→   928→  background: var(--card);
   929→   929→  border: 1px solid var(--border);
   930→   930→  border-radius: 1rem;
   931→   931→  padding: 1.25rem;
   932→   932→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
   933→   933→}
   934→   934→.aging-widget-header {
   935→   935→  display: flex;
   936→   936→  align-items: center;
   937→   937→  gap: 0.5rem;
   938→   938→  margin-bottom: 1rem;
   939→   939→  font-size: 0.875rem;
   940→   940→  font-weight: 600;
   941→   941→  color: var(--foreground);
   942→   942→  opacity: 0.8;
   943→   943→}
   944→   944→.aging-row {
   945→   945→  display: flex;
   946→   946→  align-items: center;
   947→   947→  gap: 0.75rem;
   948→   948→  padding: 0.625rem 0;
   949→   949→  border-bottom: 1px solid var(--border);
   950→   950→}
   951→   951→.aging-row:last-child {
   952→   952→  border-bottom: none;
   953→   953→}
   954→   954→.aging-dot {
   955→   955→  width: 8px;
   956→   956→  height: 8px;
   957→   957→  border-radius: 50%;
   958→   958→  flex-shrink: 0;
   959→   959→}
   960→   960→.aging-label {
   961→   961→  font-size: 0.75rem;
   962→   962→  color: var(--foreground);
   963→   963→  opacity: 0.7;
   964→   964→  min-width: 60px;
   965→   965→}
   966→   966→.aging-bar-track {
   967→   967→  flex: 1;
   968→   968→  height: 6px;
   969→   969→  border-radius: 999px;
   970→   970→  background: var(--muted);
   971→   971→  overflow: hidden;
   972→   972→}
   973→   973→.aging-bar-fill {
   974→   974→  height: 100%;
   975→   975→  border-radius: 999px;
   976→   976→  transition: width 0.6s cubic-bezier(0.4,0,0.2,1);
   977→   977→}
   978→   978→.aging-count {
   979→   979→  font-size: 0.75rem;
   980→   980→  font-weight: 700;
   981→   981→  color: var(--foreground);
   982→   982→  min-width: 28px;
   983→   983→  text-align: center;
   984→   984→  font-variant-numeric: tabular-nums;
   985→   985→}
   986→   986→.aging-time {
   987→   987→  font-size: 0.65rem;
   988→   988→  color: var(--muted-foreground);
   989→   989→  min-width: 55px;
   990→   990→  text-align: left;
   991→   991→  direction: ltr;
   992→   992→}
   993→   993→@keyframes agingSlideIn {
   994→   994→  from { opacity: 0; transform: translateX(-12px); }
   995→   995→  to { opacity: 1; transform: translateX(0); }
   996→   996→}
   997→   997→.aging-row {
   998→   998→  animation: agingSlideIn 0.4s ease-out backwards;
   999→   999→}
  1000→  1000→.aging-row:nth-child(1) { animation-delay: 0ms; }
  1001→  1001→.aging-row:nth-child(2) { animation-delay: 60ms; }
  1002→  1002→.aging-row:nth-child(3) { animation-delay: 120ms; }
  1003→  1003→.aging-row:nth-child(4) { animation-delay: 180ms; }
  1004→  1004→.aging-row:nth-child(5) { animation-delay: 240ms; }
  1005→  1005→
  1006→  1006→/* ===== Weekly Trend Widget ===== */
  1007→  1007→.weekly-trend-widget {
  1008→  1008→  background: var(--card);
  1009→  1009→  border: 1px solid var(--border);
  1010→  1010→  border-radius: 1rem;
  1011→  1011→  padding: 1.25rem;
  1012→  1012→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
  1013→  1013→}
  1014→  1014→.weekly-trend-header {
  1015→  1015→  display: flex;
  1016→  1016→  align-items: center;
  1017→  1017→  justify-content: space-between;
  1018→  1018→  margin-bottom: 1rem;
  1019→  1019→}
  1020→  1020→.weekly-trend-title {
  1021→  1021→  font-size: 0.875rem;
  1022→  1022→  font-weight: 600;
  1023→  1023→  color: var(--foreground);
  1024→  1024→  opacity: 0.8;
  1025→  1025→  display: flex;
  1026→  1026→  align-items: center;
  1027→  1027→  gap: 0.5rem;
  1028→  1028→}
  1029→  1029→.weekly-trend-badge {
  1030→  1030→  font-size: 0.65rem;
  1031→  1031→  padding: 2px 8px;
  1032→  1032→  border-radius: 999px;
  1033→  1033→  font-weight: 600;
  1034→  1034→}
  1035→  1035→.weekly-trend-badge-up {
  1036→  1036→  background: rgba(16,185,129,0.12);
  1037→  1037→  color: #10b981;
  1038→  1038→}
  1039→  1039→.weekly-trend-badge-down {
  1040→  1040→  background: rgba(244,63,94,0.12);
  1041→  1041→  color: #f43f5e;
  1042→  1042→}
  1043→  1043→.weekly-bars-container {
  1044→  1044→  display: flex;
  1045→  1045→  align-items: flex-end;
  1046→  1046→  gap: 6px;
  1047→  1047→  height: 100px;
  1048→  1048→  padding-top: 0.5rem;
  1049→  1049→}
  1050→  1050→.weekly-bar-group {
  1051→  1051→  flex: 1;
  1052→  1052→  display: flex;
  1053→  1053→  flex-direction: column;
  1054→  1054→  align-items: center;
  1055→  1055→  gap: 4px;
  1056→  1056→}
  1057→  1057→.weekly-bar-pair {
  1058→  1058→  display: flex;
  1059→  1059→  align-items: flex-end;
  1060→  1060→  gap: 2px;
  1061→  1061→  height: 80px;
  1062→  1062→}
  1063→  1063→.weekly-bar {
  1064→  1064→  width: 14px;
  1065→  1065→  border-radius: 4px 4px 2px 2px;
  1066→  1066→  transition: height 0.5s cubic-bezier(0.4,0,0.2,1);
  1067→  1067→  min-height: 2px;
  1068→  1068→  position: relative;
  1069→  1069→}
  1070→  1070→.weekly-bar-current {
  1071→  1071→  background: linear-gradient(to top, #8b5cf6, #a78bfa);
  1072→  1072→}
  1073→  1073→.weekly-bar-previous {
  1074→  1074→  background: var(--muted);
  1075→  1075→  opacity: 0.5;
  1076→  1076→}
  1077→  1077→.weekly-bar-label {
  1078→  1078→  font-size: 0.6rem;
  1079→  1079→  color: var(--muted-foreground);
  1080→  1080→  font-weight: 500;
  1081→  1081→}
  1082→  1082→.weekly-legend {
  1083→  1083→  display: flex;
  1084→  1084→  align-items: center;
  1085→  1085→  gap: 1rem;
  1086→  1086→  margin-top: 0.75rem;
  1087→  1087→  padding-top: 0.75rem;
  1088→  1088→  border-top: 1px solid var(--border);
  1089→  1089→}
  1090→  1090→.weekly-legend-item {
  1091→  1091→  display: flex;
  1092→  1092→  align-items: center;
  1093→  1093→  gap: 0.375rem;
  1094→  1094→  font-size: 0.65rem;
  1095→  1095→  color: var(--muted-foreground);
  1096→  1096→}
  1097→  1097→.weekly-legend-dot {
  1098→  1098→  width: 8px;
  1099→  1099→  height: 8px;
  1100→  1100→  border-radius: 3px;
  1101→  1101→}
  1102→  1102→@keyframes weeklyBarGrow {
  1103→  1103→  from { height: 2px !important; }
  1104→  1104→}
  1105→  1105→.weekly-bar {
  1106→  1106→  animation: weeklyBarGrow 0.6s cubic-bezier(0.4,0,0.2,1) backwards;
  1107→  1107→}
  1108→  1108→.weekly-bar-group:nth-child(1) .weekly-bar { animation-delay: 0ms; }
  1109→  1109→.weekly-bar-group:nth-child(2) .weekly-bar { animation-delay: 60ms; }
  1110→  1110→.weekly-bar-group:nth-child(3) .weekly-bar { animation-delay: 120ms; }
  1111→  1111→.weekly-bar-group:nth-child(4) .weekly-bar { animation-delay: 180ms; }
  1112→  1112→.weekly-bar-group:nth-child(5) .weekly-bar { animation-delay: 240ms; }
  1113→  1113→.weekly-bar-group:nth-child(6) .weekly-bar { animation-delay: 300ms; }
  1114→  1114→.weekly-bar-group:nth-child(7) .weekly-bar { animation-delay: 360ms; }
  1115→  1115→
  1116→  1116→/* ===== Customer Loyalty Badges ===== */
  1117→  1117→.loyalty-widget {
  1118→  1118→  background: var(--card);
  1119→  1119→  border: 1px solid var(--border);
  1120→  1120→  border-radius: 1rem;
  1121→  1121→  padding: 1.25rem;
  1122→  1122→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
  1123→  1123→}
  1124→  1124→.loyalty-widget-header {
  1125→  1125→  display: flex;
  1126→  1126→  align-items: center;
  1127→  1127→  gap: 0.5rem;
  1128→  1128→  margin-bottom: 1rem;
  1129→  1129→  font-size: 0.875rem;
  1130→  1130→  font-weight: 600;
  1131→  1131→  color: var(--foreground);
  1132→  1132→  opacity: 0.8;
  1133→  1133→}
  1134→  1134→.loyalty-customer-row {
  1135→  1135→  display: flex;
  1136→  1136→  align-items: center;
  1137→  1137→  gap: 0.75rem;
  1138→  1138→  padding: 0.5rem 0;
  1139→  1139→  border-bottom: 1px solid var(--border);
  1140→  1140→  transition: background-color 0.2s;
  1141→  1141→}
  1142→  1142→.loyalty-customer-row:last-child {
  1143→  1143→  border-bottom: none;
  1144→  1144→}
  1145→  1145→.loyalty-customer-row:hover {
  1146→  1146→  background: var(--accent);
  1147→  1147→  border-radius: 0.5rem;
  1148→  1148→  margin: 0 -0.5rem;
  1149→  1149→  padding: 0.5rem;
  1150→  1150→}
  1151→  1151→.loyalty-badge {
  1152→  1152→  width: 32px;
  1153→  1153→  height: 32px;
  1154→  1154→  border-radius: 50%;
  1155→  1155→  display: flex;
  1156→  1156→  align-items: center;
  1157→  1157→  justify-content: center;
  1158→  1158→  font-size: 0.875rem;
  1159→  1159→  flex-shrink: 0;
  1160→  1160→  font-weight: 700;
  1161→  1161→}
  1162→  1162→.loyalty-badge-bronze {
  1163→  1163→  background: linear-gradient(135deg, #cd7f32, #a0522d);
  1164→  1164→  color: white;
  1165→  1165→  box-shadow: 0 2px 8px rgba(205,127,50,0.3);
  1166→  1166→}
  1167→  1167→.loyalty-badge-silver {
  1168→  1168→  background: linear-gradient(135deg, #c0c0c0, #a8a8a8);
  1169→  1169→  color: white;
  1170→  1170→  box-shadow: 0 2px 8px rgba(192,192,192,0.3);
  1171→  1171→}
  1172→  1172→.loyalty-badge-gold {
  1173→  1173→  background: linear-gradient(135deg, #ffd700, #daa520);
  1174→  1174→  color: #78350f;
  1175→  1175→  box-shadow: 0 2px 8px rgba(255,215,0,0.4);
  1176→  1176→}
  1177→  1177→.loyalty-badge-platinum {
  1178→  1178→  background: linear-gradient(135deg, #06b6d4, #0891b2);
  1179→  1179→  color: white;
  1180→  1180→  box-shadow: 0 2px 8px rgba(6,182,212,0.4);
  1181→  1181→}
  1182→  1182→.loyalty-badge-diamond {
  1183→  1183→  background: linear-gradient(135deg, #8b5cf6, #7c3aed);
  1184→  1184→  color: white;
  1185→  1185→  box-shadow: 0 2px 8px rgba(139,92,246,0.4);
  1186→  1186→}
  1187→  1187→.loyalty-info {
  1188→  1188→  flex: 1;
  1189→  1189→  min-width: 0;
  1190→  1190→}
  1191→  1191→.loyalty-name {
  1192→  1192→  font-size: 0.8125rem;
  1193→  1193→  font-weight: 600;
  1194→  1194→  color: var(--foreground);
  1195→  1195→  white-space: nowrap;
  1196→  1196→  overflow: hidden;
  1197→  1197→  text-overflow: ellipsis;
  1198→  1198→}
  1199→  1199→.loyalty-tier-label {
  1200→  1200→  font-size: 0.625rem;
  1201→  1201→  color: var(--muted-foreground);
  1202→  1202→  margin-top: 1px;
  1203→  1203→}
  1204→  1204→.loyalty-stats {
  1205→  1205→  text-align: left;
  1206→  1206→  flex-shrink: 0;
  1207→  1207→}
  1208→  1208→.loyalty-amount {
  1209→  1209→  font-size: 0.8125rem;
  1210→  1210→  font-weight: 700;
  1211→  1211→  color: var(--foreground);
  1212→  1212→}
  1213→  1213→.loyalty-orders-count {
  1214→  1214→  font-size: 0.625rem;
  1215→  1215→  color: var(--muted-foreground);
  1216→  1216→}
  1217→  1217→@keyframes loyaltyFadeIn {
  1218→  1218→  from { opacity: 0; transform: translateY(8px); }
  1219→  1219→  to { opacity: 1; transform: translateY(0); }
  1220→  1220→}
  1221→  1221→.loyalty-customer-row {
  1222→  1222→  animation: loyaltyFadeIn 0.35s ease-out backwards;
  1223→  1223→}
  1224→  1224→.loyalty-customer-row:nth-child(1) { animation-delay: 0ms; }
  1225→  1225→.loyalty-customer-row:nth-child(2) { animation-delay: 50ms; }
  1226→  1226→.loyalty-customer-row:nth-child(3) { animation-delay: 100ms; }
  1227→  1227→.loyalty-customer-row:nth-child(4) { animation-delay: 150ms; }
  1228→  1228→.loyalty-customer-row:nth-child(5) { animation-delay: 200ms; }
  1229→  1229→
  1230→  1230→/* ===== Quick Status Button ===== */
  1231→  1231→.quick-advance-btn {
  1232→  1232→  display: inline-flex;
  1233→  1233→  align-items: center;
  1234→  1234→  gap: 0.25rem;
  1235→  1235→  padding: 3px 10px;
  1236→  1236→  border-radius: 8px;
  1237→  1237→  font-size: 0.6875rem;
  1238→  1238→  font-weight: 600;
  1239→  1239→  border: 1px solid var(--border);
  1240→  1240→  background: var(--background);
  1241→  1241→  color: var(--foreground);
  1242→  1242→  cursor: pointer;
  1243→  1243→  transition: all 0.2s;
  1244→  1244→  white-space: nowrap;
  1245→  1245→}
  1246→  1246→.quick-advance-btn:hover {
  1247→  1247→  background: var(--accent);
  1248→  1248→  box-shadow: 0 2px 8px rgba(0,0,0,0.08);
  1249→  1249→  transform: translateY(-1px);
  1250→  1250→}
  1251→  1251→.quick-advance-btn:active {
  1252→  1252→  transform: translateY(0);
  1253→  1253→}
  1254→  1254→.quick-advance-btn svg {
  1255→  1255→  width: 12px;
  1256→  1256→  height: 12px;
  1257→  1257→}
  1258→  1258→@keyframes quickAdvancePulse {
  1259→  1259→  0%, 100% { box-shadow: 0 0 0 0 rgba(16,185,129,0.3); }
  1260→  1260→  50% { box-shadow: 0 0 0 6px rgba(16,185,129,0); }
  1261→  1261→}
  1262→  1262→.quick-advance-btn-pending {
  1263→  1263→  border-color: rgba(245,158,11,0.3);
  1264→  1264→  color: #b45309;
  1265→  1265→}
  1266→  1266→.quick-advance-btn-pending:hover {
  1267→  1267→  background: rgba(245,158,11,0.08);
  1268→  1268→}
  1269→  1269→.quick-advance-btn-printing {
  1270→  1270→  border-color: rgba(59,130,246,0.3);
  1271→  1271→  color: #2563eb;
  1272→  1272→}
  1273→  1273→.quick-advance-btn-printing:hover {
  1274→  1274→  background: rgba(59,130,246,0.08);
  1275→  1275→}
  1276→  1276→.quick-advance-btn-ready {
  1277→  1277→  border-color: rgba(16,185,129,0.3);
  1278→  1278→  color: #059669;
  1279→  1279→  animation: quickAdvancePulse 2s infinite;
  1280→  1280→}
  1281→  1281→.quick-advance-btn-ready:hover {
  1282→  1282→  background: rgba(16,185,129,0.08);
  1283→  1283→}
  1284→  1284→
  1285→  1285→/* ===== Shop Health Grid ===== */
  1286→  1286→.health-grid-widget {
  1287→  1287→  background: var(--card);
  1288→  1288→  border: 1px solid var(--border);
  1289→  1289→  border-radius: 1rem;
  1290→  1290→  padding: 1.25rem;
  1291→  1291→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
  1292→  1292→}
  1293→  1293→.health-grid-header {
  1294→  1294→  display: flex;
  1295→  1295→  align-items: center;
  1296→  1296→  gap: 0.5rem;
  1297→  1297→  margin-bottom: 1rem;
  1298→  1298→  font-size: 0.875rem;
  1299→  1299→  font-weight: 600;
  1300→  1300→  color: var(--foreground);
  1301→  1301→  opacity: 0.8;
  1302→  1302→}
  1303→  1303→.health-grid {
  1304→  1304→  display: grid;
  1305→  1305→  grid-template-columns: repeat(auto-fill, minmax(140px, 1fr));
  1306→  1306→  gap: 0.75rem;
  1307→  1307→}
  1308→  1308→.health-grid-item {
  1309→  1309→  background: var(--background);
  1310→  1310→  border: 1px solid var(--border);
  1311→  1311→  border-radius: 0.75rem;
  1312→  1312→  padding: 0.75rem;
  1313→  1313→  text-align: center;
  1314→  1314→  transition: all 0.25s;
  1315→  1315→  cursor: default;
  1316→  1316→}
  1317→  1317→.health-grid-item:hover {
  1318→  1318→  transform: translateY(-2px);
  1319→  1319→  box-shadow: 0 4px 12px rgba(0,0,0,0.06);
  1320→  1320→  border-color: var(--primary);
  1321→  1321→}
  1322→  1322→.health-grid-icon {
  1323→  1323→  width: 36px;
  1324→  1324→  height: 36px;
  1325→  1325→  border-radius: 50%;
  1326→  1326→  margin: 0 auto 0.5rem;
  1327→  1327→  display: flex;
  1328→  1328→  align-items: center;
  1329→  1329→  justify-content: center;
  1330→  1330→  font-size: 1rem;
  1331→  1331→}
  1332→  1332→.health-grid-name {
  1333→  1333→  font-size: 0.75rem;
  1334→  1334→  font-weight: 600;
  1335→  1335→  color: var(--foreground);
  1336→  1336→  white-space: nowrap;
  1337→  1337→  overflow: hidden;
  1338→  1338→  text-overflow: ellipsis;
  1339→  1339→}
  1340→  1340→.health-grid-stat {
  1341→  1341→  font-size: 0.625rem;
  1342→  1342→  color: var(--muted-foreground);
  1343→  1343→  margin-top: 2px;
  1344→  1344→}
  1345→  1345→.health-grid-bar {
  1346→  1346→  height: 4px;
  1347→  1347→  border-radius: 999px;
  1348→  1348→  background: var(--muted);
  1349→  1349→  margin-top: 0.5rem;
  1350→  1350→  overflow: hidden;
  1351→  1351→}
  1352→  1352→.health-grid-bar-fill {
  1353→  1353→  height: 100%;
  1354→  1354→  border-radius: 999px;
  1355→  1355→  transition: width 0.5s ease;
  1356→  1356→}
  1357→  1357→@keyframes healthGridFadeIn {
  1358→  1358→  from { opacity: 0; transform: scale(0.9); }
  1359→  1359→  to { opacity: 1; transform: scale(1); }
  1360→  1360→}
  1361→  1361→.health-grid-item {
  1362→  1362→  animation: healthGridFadeIn 0.4s ease-out backwards;
  1363→  1363→}
  1364→  1364→.health-grid-item:nth-child(1) { animation-delay: 0ms; }
  1365→  1365→.health-grid-item:nth-child(2) { animation-delay: 80ms; }
  1366→  1366→.health-grid-item:nth-child(3) { animation-delay: 160ms; }
  1367→  1367→.health-grid-item:nth-child(4) { animation-delay: 240ms; }
  1368→  1368→.health-grid-item:nth-child(5) { animation-delay: 320ms; }
  1369→  1369→.health-grid-item:nth-child(6) { animation-delay: 400ms; }
  1370→  1370→
  1371→  1371→/* ===== Glass Card v11 ===== */
  1372→  1372→.glass-card-v11 {
  1373→  1373→  background: rgba(255,255,255,0.65);
  1374→  1374→  backdrop-filter: blur(16px) saturate(180%);
  1375→  1375→  border: 1px solid rgba(255,255,255,0.3);
  1376→  1376→  border-radius: 1rem;
  1377→  1377→  box-shadow: 0 4px 16px rgba(0,0,0,0.04), inset 0 1px 0 rgba(255,255,255,0.5);
  1378→  1378→}
  1379→  1379→.dark .glass-card-v11 {
  1380→  1380→  background: rgba(15,15,25,0.65);
  1381→  1381→  border: 1px solid rgba(255,255,255,0.08);
  1382→  1382→  box-shadow: 0 4px 16px rgba(0,0,0,0.3), inset 0 1px 0 rgba(255,255,255,0.05);
  1383→  1383→}
  1384→  1384→.glass-card-v11:hover {
  1385→  1385→  box-shadow: 0 8px 24px rgba(0,0,0,0.08);
  1386→  1386→  transform: translateY(-2px);
  1387→  1387→  transition: all 0.3s ease;
  1388→  1388→}
  1389→  1389→
  1390→  1390→/* ===== Neon Glow Teal ===== */
  1391→  1391→.neon-glow-teal {
  1392→  1392→  box-shadow: 0 0 15px rgba(20,184,166,0.3), 0 0 30px rgba(20,184,166,0.1);
  1393→  1393→}
  1394→  1394→.dark .neon-glow-teal {
  1395→  1395→  box-shadow: 0 0 15px rgba(20,184,166,0.4), 0 0 30px rgba(20,184,166,0.15);
  1396→  1396→}
  1397→  1397→
  1398→  1398→/* ===== Neon Glow Indigo ===== */
  1399→  1399→.neon-glow-indigo {
  1400→  1400→  box-shadow: 0 0 15px rgba(99,102,241,0.3), 0 0 30px rgba(99,102,241,0.1);
  1401→  1401→}
  1402→  1402→.dark .neon-glow-indigo {
  1403→  1403→  box-shadow: 0 0 15px rgba(99,102,241,0.4), 0 0 30px rgba(99,102,241,0.15);
  1404→  1404→}
  1405→  1405→
  1406→  1406→/* ===== Gradient Text Teal ===== */
  1407→  1407→.gradient-text-teal {
  1408→  1408→  background: linear-gradient(135deg, #14b8a6, #06b6d4);
  1409→  1409→  -webkit-background-clip: text;
  1410→  1410→  -webkit-text-fill-color: transparent;
  1411→  1411→  background-clip: text;
  1412→  1412→}
  1413→  1413→
  1414→  1414→/* ===== Gradient Text Indigo ===== */
  1415→  1415→.gradient-text-indigo {
  1416→  1416→  background: linear-gradient(135deg, #6366f1, #8b5cf6);
  1417→  1417→  -webkit-background-clip: text;
  1418→  1418→  -webkit-text-fill-color: transparent;
  1419→  1419→  background-clip: text;
  1420→  1420→}
  1421→  1421→
  1422→  1422→/* ===== Hover Glow Teal ===== */
  1423→  1423→.hover-glow-teal:hover {
  1424→  1424→  box-shadow: 0 0 20px rgba(20,184,166,0.25);
  1425→  1425→}
  1426→  1426→
  1427→  1427→/* ===== Hover Glow Indigo ===== */
  1428→  1428→.hover-glow-indigo:hover {
  1429→  1429→  box-shadow: 0 0 20px rgba(99,102,241,0.25);
  1430→  1430→}
  1431→  1431→
  1432→  1432→/* ===== Shimmer v8 ===== */
  1433→  1433→.shimmer-v8 {
  1434→  1434→  position: relative;
  1435→  1435→  overflow: hidden;
  1436→  1436→}
  1437→  1437→.shimmer-v8::after {
  1438→  1438→  content: '';
  1439→  1439→  position: absolute;
  1440→  1440→  top: 0;
  1441→  1441→  right: -100%;
  1442→  1442→  width: 60%;
  1443→  1443→  height: 100%;
  1444→  1444→  background: linear-gradient(90deg, transparent, rgba(255,255,255,0.08), transparent);
  1445→  1445→  animation: shimmerSlideV8 3s infinite ease-in-out;
  1446→  1446→}
  1447→  1447→@keyframes shimmerSlideV8 {
